have, 251, 30
young, 181, 0
think, 156, 0
many, 146, 0
do, 138, 0
be, 85, 0
make, 60, 2
s, 59, 0
agree, 59, 0
same, 48, 1
help, 47, 1
enjoy, 47, 0
believe, 46, 0
own, 41, 1
know, 40, 0
other, 39, 0
want, 38, 0
understand, 35, 0
enough, 34, 0
get, 34, 6
good, 33, 0
take, 33, 6
learn, 33, 0
disagree, 33, 0
say, 32, 0
travel, 30, 0
go, 30, 5
need, 30, 0
try, 29, 0
few, 25, 0
much, 25, 0
use, 24, 0
tour, 24, 0
see, 23, 4
first, 23, 2
give, 19, 19
feel, 18, 2
prefer, 18, 0
nt, 17, 0
live, 17, 0
like, 16, 0
work, 16, 1
successful, 16, 0
different, 15, 0
find, 14, 0
several, 14, 0
tend, 13, 0
become, 13, 0
little, 12, 0
big, 12, 1
i, 12, 0
specialized, 12, 0
such, 11, 0
seem, 10, 0
m, 10, 0
change, 10, 0
look, 10, 2
risky, 10, 0
new, 9, 0
talk, 9, 0
various, 9, 0
Many, 9, 0
come, 9, 0
mean, 9, 0
remember, 8, 0
read, 8, 0
visit, 8, 0
start, 8, 0
twenty, 8, 0
foreign, 8, 0
second, 8, 1
study, 7, 0
last, 7, 0
local, 7, 0
general, 7, 0
show, 7, 0
explain, 7, 0
specific, 7, 0
diffrent, 7, 0
small, 6, 1
spend, 6, 14
speak, 6, 0
specialize, 6, 0
consider, 6, 0
sum, 6, 0
improve, 6, 0
real, 6, 0
old, 6, 0
next, 6, 0
dont, 6, 0
important, 6, 0
organize, 6, 0
plan, 6, 0
decide, 5, 0
Traveling, 5, 0
great, 5, 1
advertisement, 5, 0
choose, 5, 0
ve, 5, 0
stay, 5, 0
increase, 5, 0
buy, 5, 1
tell, 5, 0
cosmetic, 5, 0
keep, 5, 4
re, 5, 0
ask, 5, 0
meet, 5, 1
global, 5, 0
avoid, 5, 1
move, 5, 1
subject, 4, 0
typical, 4, 0
experience, 4, 0
Doing, 4, 0
cultural, 4, 0
realize, 4, 0
everyday, 4, 0
long, 4, 0
solve, 4, 0
right, 4, 0
care, 4, 0
succeed, 4, 0
Successful, 4, 0
cause, 4, 0
continue, 4, 0
call, 4, 0
provide, 4, 2
saw, 4, 0
belive, 4, 0
t, 4, 0
graphic, 4, 0
bad, 4, 0
brave, 4, 0
suggest, 4, 0
professional, 4, 0
let, 4, 0
guided, 4, 0
chinese, 4, 0
social, 3, 0
human, 3, 0
main, 3, 0
short, 3, 0
teach, 3, 1
past, 3, 0
communicate, 3, 0
memorize, 3, 0
play, 3, 0
pay, 3, 0
normal, 3, 0
yong, 3, 0
Having, 3, 0
love, 3, 0
exist, 3, 0
Is, 3, 0
happen, 3, 0
support, 3, 7
Travelling, 3, 0
enjoyable, 3, 0
only, 3, 0
understanding, 3, 0
simple, 3, 0
tecnological, 3, 0
needy, 3, 0
inter, 3, 0
high, 3, 0
stop, 3, 1
toshiba, 3, 0
foregin, 3, 0
produce, 3, 1
non-profit, 3, 0
discuss, 3, 0
individual, 3, 0
theorical, 3, 0
fun, 3, 0
certain, 3, 0
join, 2, 0
Other, 2, 0
succesfull, 2, 0
ecological, 2, 0
eat, 2, 0
react, 2, 0
large, 2, 0
usefull, 2, 0
argue, 2, 0
wake, 2, 0
sophisticated, 2, 0
hire, 2, 0
Specializing, 2, 0
socialize, 2, 0
adays, 2, 0
beilive, 2, 0
encourage, 2, 0
throught, 2, 0
advertise, 2, 0
special, 2, 0
earn, 2, 0
twentieth, 2, 0
stress, 2, 0
benificial, 2, 0
create, 2, 0
allow, 2, 0
promote, 2, 0
felt, 2, 0
fail, 2, 0
histrical, 2, 0
knowledge, 2, 0
walk, 2, 0
Japanese, 2, 0
guess, 2, 0
lerning, 2, 0
personal, 2, 0
generalistic, 2, 0
expert, 2, 0
prevent, 2, 0
accomplish, 2, 0
answer, 2, 0
12-hour, 2, 0
save, 2, 2
necessary, 2, 0
unnatural, 2, 0
wach, 2, 0
deny, 2, 0
huge, 2, 0
basical, 2, 0
sell, 2, 0
full, 2, 1
fifty, 2, 0
selfish, 2, 0
total, 2, 0
accept, 2, 0
leding, 2, 0
convincing, 2, 0
expensive, 2, 0
dislike, 2, 0
Second, 2, 0
beleive, 2, 0
Last, 2, 0
particular, 2, 0
form, 2, 0
advanced, 2, 1
noisy, 2, 0
public, 2, 0
whole, 2, 0
conclude, 2, 0
italian, 2, 0
Enjoying, 2, 0
innovative, 2, 0
economical, 2, 0
convenced, 2, 0
summarize, 2, 0
claim, 2, 0
relative, 2, 0
basic, 2, 0
fist, 2, 0
further, 2, 0
introduce, 2, 0
nessessary, 2, 0
point, 2, 0
external, 2, 0
respect, 2, 1
evry, 2, 0
final, 2, 0
experienced, 2, 0
working, 2, 0
Young, 2, 0
responsible, 2, 0
nice, 2, 0
alot, 2, 0
requieres, 2, 0
catholic, 2, 0
self, 2, 0
drastic, 1, 0
illeterate, 1, 0
eminent, 1, 0
prefare, 1, 0
amny, 1, 0
studied, 1, 0
generic, 1, 0
complete, 1, 0
summary, 1, 0
happeded, 1, 0
major, 1, 0
rainy, 1, 0
Educational, 1, 0
known, 1, 0
museums, 1, 0
begin, 1, 0
Speacializing, 1, 0
speacialize, 1, 0
primay, 1, 0
Take, 1, 0
speacilize, 1, 0
speacilizing, 1, 0
Travering, 1, 0
rent, 1, 0
reserve, 1, 0
grade, 1, 0
fullfill, 1, 0
insist, 1, 0
initelligent, 1, 0
intelligent, 1, 0
Intelligent, 1, 0
n, 1, 0
withot, 1, 0
educational, 1, 0
abig, 1, 0
opserve, 1, 0
Undrestanding, 1, 0
ceariative, 1, 0
everyting, 1, 0
cefeman, 1, 0
brrelliant, 1, 0
standared, 1, 0
Analyzing, 1, 0
gerenal, 1, 0
clever, 1, 0
invent, 1, 0
complicatied, 1, 0
original, 1, 0
recommend, 1, 0
behavior, 1, 0
complecated, 1, 0
ignore, 1, 0
frozen, 1, 0
vegetable, 1, 0
profitable, 1, 0
testing, 1, 0
private, 1, 0
haviing, 1, 0
disageed, 1, 0
financial, 1, 0
exaggerate, 1, 0
blame, 1, 0
lose, 1, 4
sometimes, 1, 0
drink, 1, 0
Thai, 1, 0
trafic, 1, 0
privaite, 1, 0
affordable, 1, 0
alike, 1, 0
enforce, 1, 0
proactive, 1, 0
previous, 1, 0
unsatisfied, 1, 0
Such, 1, 0
remoivng, 1, 0
successfull, 1, 0
ather, 1, 0
nobel, 1, 0
Concluding, 1, 0
act, 1, 0
succeeed, 1, 0
supecial, 1, 0
sick, 1, 0
wiil, 1, 0
hate, 1, 0
d, 1, 0
somewhere, 1, 0
geographic, 1, 0
Planning, 1, 0
exiciting, 1, 0
receive, 1, 0
above, 1, 0
reapeat, 1, 0
revolutianized, 1, 0
prove, 1, 0
differenet, 1, 0
disabled, 1, 0
brag, 1, 0
exepensive, 1, 0
econimical, 1, 0
cheap, 1, 0
upcoming, 1, 0
present, 1, 0
sixty, 1, 0
tipical, 1, 0
relaiable, 1, 0
eventualy, 1, 0
Direct, 1, 0
Total, 1, 0
expect, 1, 0
analizing, 1, 0
cant, 1, 0
Thats, 1, 0
refer, 1, 0
remain, 1, 1
require, 1, 1
culural, 1, 0
Lonely, 1, 0
mundane, 1, 0
possitive, 1, 0
5kg-plastic, 1, 0
Considering, 1, 0
developed, 1, 1
replace, 1, 0
put, 1, 3
definite, 1, 0
Passing, 1, 0
orginal, 1, 0
reasearch, 1, 0
diffent, 1, 0
resolve, 1, 0
esthetic, 1, 0
set, 1, 0
mechanical, 1, 0
affective, 1, 0
laud, 1, 0
dance, 1, 0
regardless, 1, 0
developing, 1, 0
environment-friendly, 1, 0
electricity-powered, 1, 0
long-distance, 1, 0
high-speed, 1, 0
third, 1, 0
wonderful, 1, 0
diet, 1, 0
false, 1, 0
useless, 1, 2
supervise, 1, 0
optimistic, 1, 0
multiple, 1, 0
repeat, 1, 0
choosen, 1, 0
fantastic, 1, 1
beautiful, 1, 0
clean, 1, 0
fat, 1, 0
ll, 1, 0
equal, 1, 0
sociological, 1, 0
don, 1, 0
neo, 1, 0
socil, 1, 0
black, 1, 0
christmas, 1, 0
permanent, 1, 0
part-time, 1, 0
cram, 1, 0
wipe, 1, 0
deep-snow, 1, 0
travell, 1, 0
forigne, 1, 0
torue, 1, 0
proplems, 1, 0
defraud, 1, 0
steal, 1, 0
Beeing, 1, 0
hurt, 1, 0
comfetable, 1, 1
virtual, 1, 0
Academic, 1, 0
enter, 1, 0
animal, 1, 0
former, 1, 0
exercise, 1, 0
blieve, 1, 0
ride, 1, 0
leass, 1, 0
compete, 1, 1
trust, 1, 0
obtain, 1, 1
expectative, 1, 0
biological, 1, 0
povide, 1, 0
there, 1, 0
forget, 1, 1
bilological, 1, 0
represent, 1, 0
Agreeing, 1, 0
desagreeing, 1, 0
foresee, 1, 0
render, 1, 0
economic, 1, 0
wealthy, 1, 0
personnal, 1, 0
psycholgical, 1, 0
guarantee, 1, 0
wonderfull, 1, 0
torist, 1, 0
loose, 1, 1
prepare, 1, 0
write, 1, 0
provided, 1, 0
run, 1, 3
regret, 1, 0
daily, 1, 0
pearsonal, 1, 0
Inter, 1, 0
shoose, 1, 0
ofren, 1, 0
aobut, 1, 0
discount, 1, 0
contemporary, 1, 0
20th, 1, 0
nowadays, 1, 0
undestand, 1, 0
17th-18th, 1, 0
mentione, 1, 0
prospective, 1, 0
shy, 1, 0
bring, 1, 0
scarce, 1, 0
theyr, 1, 0
heshe, 1, 0
succesful, 1, 0
triyng, 1, 0
estimated, 1, 0
uncontrollable, 1, 0
under-developed, 1, 0
gulf, 1, 0
multiply, 1, 0
calculate, 1, 0
satisfy, 1, 0
lazy, 1, 0
phisical, 1, 0
relax, 1, 1
interesting, 1, 0
failture, 1, 0
so-called, 1, 0
leave, 1, 0
sinch, 1, 0
realy, 1, 0
prsonal, 1, 0
launguge, 1, 0
anew, 1, 0
lie, 1, 0
Few, 1, 0
laptop, 1, 0
bother, 1, 0
elementery, 1, 0
horrorfy, 1, 0
mnemonic, 1, 0
disaggree, 1, 0
Folowing, 1, 0
trabeling, 1, 0
trabel, 1, 0
foreing, 1, 0
oun, 1, 0
withotut, 1, 0
attend, 1, 0
Human, 1, 0
gather, 1, 0
youg, 1, 0
behave, 1, 0
somr, 1, 0
true, 1, 0
marine, 1, 0
science, 1, 0
clear, 1, 1
size, 1, 0
mostof, 1, 0
fancy, 1, 0
elderly, 1, 0
exelent, 1, 0
acadimic, 1, 0
hard, 1, 1
dedicate, 1, 3
imagine, 1, 0
cambodian, 1, 0
collect, 1, 0
thanks, 1, 0
rice, 1, 0
homeless, 1, 0
NHS, 1, 0
continous, 1, 0
ony, 1, 0
offcourse, 1, 0
importan, 1, 0
surprising, 1, 0
controversial, 1, 0
succesesful, 1, 0
mountenious, 1, 0
practicable, 1, 0
matured, 1, 0
boths, 1, 0
Resulting, 1, 0
electric, 1, 0
exhaust, 1, 0
alter, 1, 0
suit, 1, 0
decline, 1, 0
becasue, 1, 0
politician, 1, 0
political, 1, 0
untrustable, 1, 0
grow, 1, 5
awful, 1, 0
comphrehending, 1, 0
math, 1, 0
unfamilitar, 1, 0
referenced, 1, 0
physiological, 1, 0
historical, 1, 0
entreprenourial, 1, 0
immidetaly, 1, 0
uderstanding, 1, 0
understaning, 1, 0
totaly, 1, 0
address, 1, 0
easy, 1, 0
shiny, 1, 0
Theorical, 1, 0
simulate, 1, 0
boring, 1, 0
industrial, 1, 0
e, 1, 0
ditailed, 1, 0
potencial, 1, 0
untrue, 1, 0
educated, 1, 0
profit, 1, 0
consume, 1, 0
overall, 1, 0
Have, 1, 0
poeple, 1, 0
arrange, 1, 0
retributed, 1, 0
diagree, 1, 0
credible, 1, 0
irresponsible, 1, 0
encouraging, 1, 0
eightteen, 1, 0
microsoft, 1, 0
imposible, 1, 0
helpful, 1, 0
trave, 1, 0
prefe, 1, 0
repsreesnted, 1, 0
memorizing, 1, 0
data, 1, 0
adn, 1, 0
stimulate, 1, 0
thi, 1, 0
archeological, 1, 0
south, 1, 0
Next, 1, 0
contractcting, 1, 0
famouse, 1, 0
schedule, 1, 0
marketting, 1, 0
specilaized, 1, 0
specefic, 1, 0
techological, 1, 0
peronal, 1, 0
Long, 1, 0
nomal, 1, 0
dissoponited, 1, 0
declare, 1, 0
nesessarry, 1, 0
incresing, 1, 0
knolege, 1, 0
undermine, 1, 0
facilite, 1, 0
Exellent, 1, 0
fouty, 1, 0
mind, 1, 0
cannnot, 1, 0
wolud, 1, 0
tecnical, 1, 0
creamy, 1, 0
white-coloured, 1, 0
advertized, 1, 0
bright, 1, 1
sexteen, 1, 0
worry, 1, 0
Trying, 1, 0
successeful, 1, 0
poor, 1, 0
othere, 1, 0
strainge, 1, 0
grant, 1, 0
ussual, 1, 0
happy, 1, 0
saling, 1, 0
truks, 1, 0
Big, 1, 0
Nowadays, 1, 0
actual, 1, 0
promise, 1, 0
Modern, 1, 0
overestimate, 1, 0
follwing, 1, 0
deferent, 1, 0
current, 1, 0
lettel, 1, 0
beleve, 1, 0
official, 1, 0
plannning, 1, 0
search, 1, 1
glass-making, 1, 0
friends, 1, 0
thorough, 1, 0
Working, 1, 0
emphasize, 1, 0
utilize, 1, 0
near, 1, 0
free, 1, 11
liek, 1, 0
plane, 1, 0
agroup, 1, 0
concentrate, 1, 1
cuold, 1, 0
therefore, 1, 0
associate, 1, 0
Helping, 1, 0
Regarding, 1, 0
lead, 1, 5
whit, 1, 0
carachterize, 1, 0
end, 1, 1
decair, 1, 0
guide, 1, 0
arrive, 1, 0
attractive, 1, 0
verify, 1, 0
rough, 1, 0
Simple, 1, 0
Sharing, 1, 0
school-time, 1, 0
enjoing, 1, 0
enable, 1, 0
native, 1, 0
pioneered, 1, 0
intresting, 1, 0
evaluate, 1, 0
onece, 1, 0
Leaving, 1, 0
ridiculous, 1, 0
ourself, 1, 0
indivudual, 1, 0
ethinic, 1, 0
eintire, 1, 0
intend, 1, 0
pricy, 1, 0
Living, 1, 0
acidic, 1, 0
metropolitan, 1, 0
theit, 1, 0
learning, 1, 0
dependant, 1, 0
concept, 1, 0
aslo, 1, 0
civil, 1, 0
univeristy, 1, 0
Viceversa, 1, 0
related, 1, 0
Studying, 1, 0
Compared, 1, 0
Given, 1, 0
limit, 1, 1
predicted, 1, 0
consums, 1, 0
avaliable, 1, 0
Limiting, 1, 0
mentaining, 1, 0
crowded, 1, 0
ecology, 1, 0
aid, 1, 0
employ, 1, 0
biased, 1, 0
Immagine, 1, 0
COMPLETE, 1, 0
Meeting, 1, 0
complexe, 1, 0
isolation, 1, 0
absurde, 1, 0
pf, 1, 0
authentic, 1, 0
frequent, 1, 0
Suppose, 1, 0
recover, 1, 0
design, 1, 0
pepole, 1, 0
perticipate, 1, 0
extra, 1, 2
Acording, 1, 0
humane, 1, 0
maintain, 1, 0
worldwide-best-seller, 1, 0
Reducing, 1, 0
american, 1, 0
twenty-five, 1, 0
disappear, 1, 1
mine, 1, 0
simulataneous, 1, 0
educatinal, 1, 0
advice, 1, 0
acknowledged, 1, 0
fly, 1, 0
politic, 1, 0
utopistic, 1, 0
available, 1, 4
Let, 1, 0
admire, 1, 0
figure, 1, 0
wish, 1, 0
joung, 1, 0
60-years-old, 1, 0
better, 1, 0
Talking, 1, 0
nominate, 1, 0
hobby, 1, 0
friend, 1, 0
punced, 1, 0
along, 1, 0
Using, 1, 0
alotof, 1, 0
depend, 1, 0
relevant, 1, 0
informational, 1, 0
incredibile, 1, 0
affect, 1, 0
energetic, 1, 0
Red, 1, 0
famous, 1, 0
spacified, 1, 0
freak, 1, 0
